ID,Binomial,Order,Family,Genus,RedList,ReproductiveMode,BodySize,TrophicGroup,HabitatMode,HabitatsIUCN,Continent,EOO,Latitude,ElevMin,Prec,PrecSeas,Temp,TempSeas,HPD,HPDMin,HumanFootprint,Accessibility,Afrotropical,Australasia,Indo_malayan,Nearctic,Neotropical,Oceania,Palearctic
773,Lycodon_osmanhilli,SQUAMATA,COLUBRIDAE,Lycodon,LC,Oviparous,421,Carnivorous,Terrestrial,2,Island,14404.3,7.1,4,2332.68,51.16,26.98,833.27,679.63,33.34,45.09,135.6,0,0,1,0,0,0,0
774,Lycodon_paucifasciatus,SQUAMATA,COLUBRIDAE,Lycodon,VU,Oviparous,448.4,Carnivorous,Terrestrial,4,Continent,9218.71,16.89,2,2312.58,79.51,24.47,3336.21,157.89,0.69,33.84,304.49,0,0,1,0,0,0,0
775,Lycodon_zawi,SQUAMATA,COLUBRIDAE,Lycodon,LC,Oviparous,395,Carnivorous,Terrestrial,3,Continent,24207.4,23.43,247,3285.22,97.18,21.13,3249.82,89.54,16.12,17.32,422.98,0,0,1,0,0,0,0
776,Lycodonomorphus_bicolor,SQUAMATA,COLUBRIDAE,Lycodonomorphus,LC,Oviparous,410,NA,Aquatic,2,Continent,32679.3,-6.21,553,1015.24,84.26,24.87,892.95,63.77,9.82,23.45,190.68,1,0,0,0,0,0,0
777,Lycodonomorphus_inornatus,SQUAMATA,COLUBRIDAE,Lycodonomorphus,LC,Oviparous,215,Carnivorous,Aquatic,3,Continent,245178,-28.45,1,776.13,60.21,17.18,3292.79,86.96,0,30.56,225,1,0,0,0,0,0,0
778,Lycodonomorphus_subtaeniatus,SQUAMATA,COLUBRIDAE,Lycodonomorphus,LC,Oviparous,410,NA,Aquatic,2,Continent,794625,-6.71,315,1475.66,63.83,23.73,574.84,23.27,2.98,20.02,505.62,1,0,0,0,0,0,0
779,Lycodonomorphus_whytii,SQUAMATA,COLUBRIDAE,Lycodonomorphus,LC,Oviparous,605,Carnivorous,Aquatic,2,Continent,292723,-8.01,167,1080.37,98.31,22.21,1422.23,26.24,6.53,21.57,462.6,1,0,0,0,0,0,0
780,Lycodryas_carleti,SQUAMATA,COLUBRIDAE,Lycodryas,NT,Oviparous,605,Carnivorous,Arboreal,1,Island,22570,-22.95,1,2214.21,57.52,22.69,2413.49,53.95,9.01,27.66,265.51,1,0,0,0,0,0,0
781,Lycodryas_citrinus,SQUAMATA,COLUBRIDAE,Lycodryas,VU,Viviparous,535,Carnivorous,Arboreal,2,Island,6898.81,-19.29,2,1096.59,117.5,25.97,2020.23,6.58,2.06,19.31,436.24,1,0,0,0,0,0,0
782,Lycodryas_granuliceps,SQUAMATA,COLUBRIDAE,Lycodryas,LC,Oviparous,892,Carnivorous,Arboreal,2,Island,17915.1,-13.6,4,1670.54,104.77,25.81,1226.92,25.93,3.82,27.09,288.98,1,0,0,0,0,0,0
783,Lycodryas_inopinae,SQUAMATA,COLUBRIDAE,Lycodryas,EN,Oviparous,478,Carnivorous,Arboreal,1,Island,344.64,-12.33,6,1185.18,108.06,26.25,1214.76,167.2,3.82,30.33,93.98,1,0,0,0,0,0,0
784,Lycophidion_acutirostre,SQUAMATA,COLUBRIDAE,Lycophidion,LC,Oviparous,310,Carnivorous,NA,4,Continent,179663,-14.22,2,1071.37,92.42,25.05,1776.59,38.57,0.83,21.64,342.11,1,0,0,0,0,0,0
785,Lycophidion_hellmichi,SQUAMATA,COLUBRIDAE,Lycophidion,DD,Oviparous,316.3,Carnivorous,NA,2,Continent,146936,-13.82,1,449.1,111.11,22.09,1962.71,23.74,0.53,16.97,488.9,1,0,0,0,0,0,0
786,Lycophidion_nanus,SQUAMATA,COLUBRIDAE,Lycophidion,VU,Oviparous,246.5,Carnivorous,NA,3,Continent,36855.4,-19.3,6,1107.4,89.41,23.13,2689.63,40.78,1.03,24.88,300.78,1,0,0,0,0,0,0
787,Lycophidion_ornatum,SQUAMATA,COLUBRIDAE,Lycophidion,LC,Oviparous,394.4,Carnivorous,Terrestrial,3,Continent,1232560,-2.88,288,1442.91,51.96,23.04,555.23,53.96,0,21.24,468.45,1,0,0,0,0,0,0
788,Lycophidion_semicinctum,SQUAMATA,COLUBRIDAE,Lycophidion,LC,Oviparous,316.8,Carnivorous,NA,1,Continent,3060180,9.69,-3,1265.97,97.7,26.59,1752.07,80,0,27.99,292.68,1,0,0,0,0,0,0
789,Lygisaurus_sesbrauna,SQUAMATA,SCINCIDAE,Lygisaurus,LC,Oviparous,34,Invertebrates,Terrestrial,2,Continent,20573.9,-12.87,6,1587.25,106.38,25.76,1622.4,0.21,0.07,9.2,800.83,0,1,0,0,0,0,0
790,Lygodactylus_blanci,SQUAMATA,GEKKONIDAE,Lygodactylus,VU,Oviparous,39.2,Invertebrates,Terrestrial,1,Island,75.03,-20.12,1853,1423,86.5,14.9,2494.5,59.33,57.14,21,371.4,1,0,0,0,0,0,0
791,Lygodactylus_chobiensis,SQUAMATA,GEKKONIDAE,Lygodactylus,LC,Oviparous,42,Invertebrates,Arboreal,1,Continent,487163,-16.47,183,769.36,114.4,22.08,3066.73,15.43,0.08,19.94,587.4,1,0,0,0,0,0,0
792,Lygodactylus_grandisonae,SQUAMATA,GEKKONIDAE,Lygodactylus,DD,Oviparous,27.5,Invertebrates,Arboreal,1,Continent,227.31,4.27,468,278.56,121.22,26,1005.89,7.81,4.73,23.57,907.77,1,0,0,0,0,0,0
793,Lygodactylus_gravis,SQUAMATA,GEKKONIDAE,Lygodactylus,VU,Oviparous,42,Invertebrates,Arboreal,2,Continent,7241.07,-4.58,293,902.7,65.01,21.11,1771.68,74.42,35.11,25.94,253.3,1,0,0,0,0,0,0
794,Lygodactylus_klemmeri,SQUAMATA,GEKKONIDAE,Lygodactylus,NT,Oviparous,28,Invertebrates,Arboreal,2,Island,945.2,-18.69,137,1298.19,109.83,24.95,1849.05,4.17,3.59,8.72,640.07,1,0,0,0,0,0,0
795,Lygodactylus_nigropunctatus,SQUAMATA,GEKKONIDAE,Lygodactylus,LC,Oviparous,38,Invertebrates,Semi-saxicolous,3,Continent,54663.3,-24.4,374,654.2,79.22,19.04,3673.09,50.7,0,23.1,261.72,1,0,0,0,0,0,0
796,Lygodactylus_pauliani,SQUAMATA,GEKKONIDAE,Lygodactylus,DD,Oviparous,36,Invertebrates,Terrestrial,4,Island,330.63,-20.79,1368,1279.81,94.94,16.98,2464,17.35,15.96,19.73,129.29,1,0,0,0,0,0,0
797,Lygodactylus_picturatus,SQUAMATA,GEKKONIDAE,Lygodactylus,LC,Oviparous,43,Invertebrates,Arboreal,6,Continent,46016.6,-2.16,2,714.58,79.04,26.27,1252.06,66.75,0,21.38,354.17,1,0,0,0,0,0,0
798,Lygodactylus_pictus,SQUAMATA,GEKKONIDAE,Lygodactylus,LC,Oviparous,41,Invertebrates,Arboreal,3,Island,29074.5,-21.48,166,1423.14,86.25,18.85,2545.68,68.86,7.17,26.11,206.03,1,0,0,0,0,0,0
799,Lygophis_dilepis,SQUAMATA,COLUBRIDAE,Lygophis,LC,Oviparous,578.5,Carnivorous,Terrestrial,6,Continent,2265780,-15.99,28,1125.42,69.18,24.08,2011.77,9.06,0.01,16.33,451.83,0,0,0,0,1,0,0
800,Lygophis_elegantissimus,SQUAMATA,COLUBRIDAE,Lygophis,LC,Oviparous,612.1,Carnivorous,Terrestrial,3,Continent,6972.58,-37.98,148,744.23,34.65,13.47,5232.65,5.08,2.42,23.35,180.76,0,0,0,0,1,0,0
801,Lygophis_vanzolinii,SQUAMATA,COLUBRIDAE,Lygophis,DD,Oviparous,545,Carnivorous,Terrestrial,2,Continent,31729,-31.9,453,657.49,65.99,15.37,4644.94,26.27,1.45,28.12,170.26,0,0,0,0,1,0,0
802,Lygosoma_anguinum,SQUAMATA,SCINCIDAE,Lygosoma,DD,Viviparous,59,Invertebrates,Semi-fossorial,1,Island,38401.1,18.3,3,2259.09,101.16,26.59,2224.82,139.61,18.07,29.37,228.49,0,0,1,0,0,0,0
803,Lygosoma_ashwamedhi,SQUAMATA,SCINCIDAE,Lygosoma,DD,Viviparous,32,Invertebrates,Semi-fossorial,1,Continent,3144860,22.9,-2,1110.14,114.89,23.94,4546.62,345.65,0.13,34.41,259.36,0,0,1,0,0,0,0
804,Lygosoma_carinatum,SQUAMATA,SCINCIDAE,Lygosoma,DD,Viviparous,100,Invertebrates,Semi-fossorial,1,Continent,945.85,13.9,369,1724.8,74.58,23.25,1850.16,60.25,11.12,31.62,234.27,0,0,1,0,0,0,0
805,Lygosoma_frontoparietale,SQUAMATA,SCINCIDAE,Lygosoma,DD,Viviparous,41,Invertebrates,Semi-fossorial,1,Continent,572.91,14.68,13,1346.64,76.64,27.54,1726.54,286.96,86.43,51.29,36.97,0,0,1,0,0,0,0
806,Lygosoma_haroldyoungi,SQUAMATA,SCINCIDAE,Lygosoma,LC,Viviparous,136,Invertebrates,Semi-fossorial,2,Continent,146367,17.04,3,1360.67,81.63,25.67,2177.86,96.87,17.04,32.43,297.43,0,0,1,0,0,0,0
807,Lygosoma_koratense,SQUAMATA,SCINCIDAE,Lygosoma,LC,Viviparous,110,Invertebrates,Semi-fossorial,4,Continent,2802.46,14.6,174,1195.31,73.97,25.26,1939.76,93.64,47.03,34.53,249.92,0,0,1,0,0,0,0
808,Lygosoma_mafianum,SQUAMATA,SCINCIDAE,Lygosoma,EN,Viviparous,86,Invertebrates,Semi-fossorial,1,Continent/Island,434.5,-7.84,8,1674.71,88.67,26.78,1219.57,97.55,97.55,30.77,448.91,1,0,0,0,0,0,0
809,Lygosoma_productum,SQUAMATA,SCINCIDAE,Lygosoma,LC,Viviparous,113.5,Invertebrates,Semi-fossorial,3,Continent,154847,1.89,4,454.96,98.79,27.81,1181.34,27.45,3.43,20.17,439.46,1,0,0,0,0,0,0
810,Lygosoma_singha,SQUAMATA,SCINCIDAE,Lygosoma,DD,Viviparous,44,Invertebrates,Semi-fossorial,1,Island,1009.53,8.57,4,1640.59,79.67,27.67,1582.52,138.81,138.81,40.71,156.52,0,0,1,0,0,0,0
811,Lyriocephalus_scutatus,SQUAMATA,AGAMIDAE,Lyriocephalus,NT,Oviparous,177.8,Invertebrates,Arboreal,1,Island,13887.8,6.79,5,2984.86,37.44,24.75,661.57,600.27,33.34,39.57,187.62,0,0,1,0,0,0,0
812,Lystrophis_histricus,SQUAMATA,COLUBRIDAE,Lystrophis,LC,Oviparous,263,Carnivorous,Terrestrial,5,Continent,691748,-27.36,-1,1250.03,29.85,21,3834.14,16.2,0,21.48,360.01,0,0,0,0,1,0,0
813,Lystrophis_semicinctus,SQUAMATA,COLUBRIDAE,Lystrophis,LC,Oviparous,485,Carnivorous,Terrestrial,3,Continent,783817,-34.91,-69,609.07,44.85,16.26,5155.1,10.77,0.04,21.44,248.15,0,0,0,0,1,0,0
814,Lytorhynchus_maynardi,SQUAMATA,COLUBRIDAE,Lytorhynchus,LC,Oviparous,205.4,Carnivorous,Terrestrial,2,Continent,463579,28.92,52,100.88,90.69,21.55,7789.91,12.3,0.14,18.55,484.38,0,0,1,0,0,0,1
815,Lytorhynchus_ridgewayi,SQUAMATA,COLUBRIDAE,Lytorhynchus,LC,Oviparous,394.4,Carnivorous,Terrestrial,3,Continent,1375620,31.78,-19,174.64,89.96,18.88,8086.77,26.21,0,22.78,357.86,0,0,1,0,0,0,1
816,Mabuya_bistriata,SQUAMATA,SCINCIDAE,Mabuya,LC,Viviparous,109,Invertebrates,Terrestrial,1,Continent,2210070,-3.88,-1,2368.33,49.07,26.14,423.49,2.5,0.09,5.99,2057.71,0,0,0,0,1,0,0
817,Mabuya_carvalhoi,SQUAMATA,SCINCIDAE,Mabuya,LC,Viviparous,63,Invertebrates,Terrestrial,2,Continent,104325,2.38,31,1787.79,63.41,26.64,470.25,2.92,0.2,7.29,1140.75,0,0,0,0,1,0,0
818,Macrocalamus_chanardi,SQUAMATA,COLUBRIDAE,Macrocalamus,LC,Oviparous,237,Invertebrates,Terrestrial,2,Island,3822.93,4.35,369,2848.41,28.11,21.07,431.59,91.82,4.25,22.59,801.08,0,0,1,0,0,0,0
819,Macrocalamus_lateralis,SQUAMATA,COLUBRIDAE,Macrocalamus,LC,Oviparous,262,Invertebrates,Terrestrial,4,Island,78558.7,8.76,1,2096.34,60.71,26.61,872.78,121.76,10.28,32.73,302.68,0,0,1,0,0,0,0
820,Macropholidus_ruthveni,SQUAMATA,GYMNOPHTHALMIDAE,Macropholidus,LC,Oviparous,46,Invertebrates,Terrestrial,3,Continent,24867,-7.02,217,731.82,73.77,14.87,869.08,71.66,3.01,28.61,324.28,0,0,0,0,1,0,0
821,Macroprotodon_cucullatus,SQUAMATA,COLUBRIDAE,Macroprotodon ,LC,Oviparous,534,Carnivorous,Terrestrial,32,Continent,739884,33.26,-414,262.31,63.07,17.46,6049.37,65.16,0.1,20.82,188.61,0,0,0,0,0,0,1
822,Macrovipera_schweizeri,SQUAMATA,VIPERIDAE,Macrovipera,EN,Oviparous,721.3,Carnivorous,Terrestrial,6,Island,303.96,36.79,11,419.56,83.28,17.85,5165.17,26.64,14.33,39.5,295.8,0,0,0,0,0,0,1
823,Madagascarophis_colubrinus,SQUAMATA,COLUBRIDAE,Madagascarophis,LC,Oviparous,880,Carnivorous,Semi-arboreal,4,Island,369507,-19.11,0,1483.44,93.2,23.86,2093.65,22.67,1.96,21.32,352.44,1,0,0,0,0,0,0
824,Madascincus_intermedius,SQUAMATA,SCINCIDAE,Madascincus,DD,Viviparous,73,Invertebrates,Terrestrial,5,Island,167119,-17.73,0,1288.55,115.92,25.72,1805.21,13.12,2.06,19.86,342.81,1,0,0,0,0,0,0
825,Madascincus_nanus,SQUAMATA,SCINCIDAE,Madascincus,VU,Viviparous,29,Invertebrates,Terrestrial,1,Island,15683.5,-15.1,7,2162.43,54.28,21.96,2075.09,37.07,9.48,22.62,1016.3,1,0,0,0,0,0,0
826,Malaclemys_terrapin,TESTUDINES,EMYDIDAE,Malaclemys,VU,Oviparous,230,Omnivorous,Terrestrial,7,Continent,382966,32.95,-14,1308.13,25.39,17.58,6563.28,157.99,0,39.3,112.46,0,0,0,1,0,0,0
827,Marmorosphax_montana,SQUAMATA,SCINCIDAE,Marmorosphax,VU,Viviparous,53,Invertebrates,Terrestrial,1,Island,21.57,-22.01,943,2222,33,18,2489,7.28,7.28,15,817.5,0,1,0,0,0,0,0
828,Masticophis_slevini,SQUAMATA,COLUBRIDAE,Masticophis,LC,Oviparous,869,Carnivorous,Terrestrial,1,Island,41.2,28.7,116,120.5,67.5,22.25,5073,NA,NA,NA,314,0,0,0,1,0,0,0
829,Mastigodryas_heathii,SQUAMATA,COLUBRIDAE,Mastigodryas,LC,Oviparous,878,Carnivorous,Terrestrial,2,Continent,81391.1,-7,-23,147.78,130.35,21.4,1847,160.1,0,27.48,181.48,0,0,0,0,1,0,0
830,Mastigodryas_melanolomus,SQUAMATA,COLUBRIDAE,Mastigodryas,LC,Oviparous,1010,Carnivorous,Terrestrial,18,Continent,584343,16.59,-5,1844.74,66.66,25.19,1673.33,43.11,0,30.45,360.32,0,0,0,0,1,0,0
831,Mehelya_capensis,SQUAMATA,COLUBRIDAE,Gonionotophis,LC,Oviparous,997.8,Carnivorous,Terrestrial,6,Continent,1368310,-17.91,1,730.54,87.32,21.56,2831.68,40.97,0,22.7,357.91,1,0,0,0,0,0,0
832,Mehelya_nyassae,SQUAMATA,COLUBRIDAE,Mehelya,LC,Oviparous,398.2,Carnivorous,Terrestrial,7,Continent,1672730,-16.68,1,840.42,97.77,22.91,2627.1,34.31,0,21.43,426.01,1,0,0,0,0,0,0
833,Meizodon_plumbiceps,SQUAMATA,COLUBRIDAE,Meizodon,LC,Oviparous,451.9,Carnivorous,Terrestrial,4,Continent,278403,4.26,4,382.52,114.5,27.25,1024.73,18.29,3.43,18.23,587.6,1,0,0,0,0,0,0
834,Melanophidium_wynaudense,SQUAMATA,UROPELTIDAE,Melanophidium,LC,Oviparous,447.2,NA,NA,8,Continent,14636.3,11.3,179,2213.35,90.11,22.73,1302.28,264.14,29.07,25.72,294.15,0,0,1,0,0,0,0
835,Melanoseps_ater,SQUAMATA,SCINCIDAE,Melanoseps,LC,Viviparous,210,Invertebrates,Terrestrial,1,Continent,81979.1,-9.68,412,1175.04,95.91,20.74,1509.75,73.46,0.15,24.75,294.97,1,0,0,0,0,0,0
836,Menetia_amaura,SQUAMATA,SCINCIDAE,Menetia,LC,Oviparous,25,Invertebrates,Terrestrial,2,Continent,89.91,-26.36,19,274,91,21.18,4322.6,0.09,0.09,22.77,587.5,0,1,0,0,0,0,0
837,Menetia_concinna,SQUAMATA,SCINCIDAE,Menetia,DD,Viviparous,31,Invertebrates,Terrestrial,1,Continent,4948.5,-12.16,3,1412.97,108.1,27.73,1664.73,0.07,0.07,4.2,659.77,0,1,0,0,0,0,0
838,Mesalina_brevirostris,SQUAMATA,LACERTIDAE,Mesalina,LC,Oviparous,60,Invertebrates,Terrestrial,6,Continent,649416,29.16,-14,141.26,87.85,22.51,7393.13,55.73,0,24.26,331.17,0,0,1,0,0,0,1
839,Mesaspis_antauges,SQUAMATA,ANGUIDAE,Mesaspis,DD,NA,85.2,Invertebrates,Arboreal,1,Continent,392.6,19.01,2521,1485.65,82.1,8.92,1207.4,102.43,67.06,27.13,507.44,0,0,0,0,1,0,0
840,Mesaspis_monticola,SQUAMATA,ANGUIDAE,Mesaspis,LC,Viviparous,88,Invertebrates,Arboreal,5,Continent,18469.5,9.32,5,3035.69,57.71,19.78,614.53,167.31,11.96,37.98,345.64,0,0,0,0,1,0,0
841,Mesaspis_moreletii,SQUAMATA,ANGUIDAE,Mesaspis,LC,Viviparous,96,Invertebrates,Arboreal,1,Continent,98010.6,14.69,37,1527.45,67.19,21.19,1287.98,75.89,0.89,35.29,285.19,0,0,0,0,1,0,0
842,Mesoclemmys_hogei,TESTUDINES,CHELIDAE,Mesoclemmys,CR,Oviparous,347,Carnivorous,Aquatic,3,Continent,35718.1,-22.12,1,1267.46,54.74,21.89,2033,405.35,2.24,40.98,87.7,0,0,0,0,1,0,0
843,Mesoclemmys_tuberculata,TESTUDINES,CHELIDAE,Mesoclemmys,VU,Oviparous,250,Carnivorous,Aquatic,5,Continent,426500,-9.7,1,745.74,79.37,23.5,1360.9,48.34,0.52,29.21,154.25,0,0,0,0,1,0,0
844,Micrelaps_bicoloratus,SQUAMATA,ATRACTASPIDAE,Micrelaps,LC,Oviparous,330.4,Carnivorous,Fossorial,4,Continent,87178.7,-2.79,3,729.26,75.22,23.37,1385.2,48.15,0,20.27,392.39,1,0,0,0,0,0,0
845,Microacontias_lineatus,SQUAMATA,SCINCIDAE,Microacontias,LC,Viviparous,150,Invertebrates,Terrestrial,1,Continent,288609,-30.11,4,215.13,56.46,17.48,4549.92,13.85,0,12,450.83,1,0,0,0,0,0,0
846,Microlophus_albemarlensis,SQUAMATA,TROPIDURIDAE,Microlophus,LC,Oviparous,125,Invertebrates,Terrestrial,4,Continent,3567.43,-0.53,6,601.9,48.01,23.23,1484.38,0.38,0.38,NA,2111.99,0,0,0,0,1,0,0
847,Microlophus_peruvianus,SQUAMATA,TROPIDURIDAE,Microlophus,LC,Oviparous,140,Omnivorous,Terrestrial,7,Continent,57351.6,-8.11,-23,110.73,108.08,21.67,2113.11,207.1,0,29.05,156.37,0,0,0,0,1,0,0
848,Microlophus_tarapacensis,SQUAMATA,TROPIDURIDAE,Microlophus,DD,Oviparous,110.4,Invertebrates,Terrestrial,1,Continent,9200.19,-20.22,16,0.71,12.63,16.9,2494.45,33.27,0.25,22.35,170.77,0,0,0,0,1,0,0
849,Microlophus_yanezi,SQUAMATA,TROPIDURIDAE,Microlophus,DD,Oviparous,73.7,Invertebrates,Terrestrial,1,Continent,55.78,-18.41,712,7,64,17.2,2548,46.54,46.54,39.86,39.57,0,0,0,0,1,0,0
850,Micruroides_euryxanthus,SQUAMATA,ELAPIDAE,Micruroides,LC,Oviparous,493,Carnivorous,NA,4,Continent,324321,30.49,-2,421.7,82.18,19.79,6159.65,25.09,0,19.52,235.29,0,0,0,1,1,0,0
851,Micrurus_bogerti,SQUAMATA,ELAPIDAE,Micrurus,DD,Oviparous,770,Carnivorous,Terrestrial,2,Continent,6482.42,16.14,3,965.7,109.26,26.78,1128.71,60.73,2.11,42.95,131.07,0,0,0,0,1,0,0
852,Micrurus_dissoleucus,SQUAMATA,ELAPIDAE,Micrurus,LC,Oviparous,400,Carnivorous,Terrestrial,8,Continent,599255,9.2,-2,1533.48,64.67,25.87,573.12,55.88,0,29.36,278.61,0,0,0,0,1,0,0
853,Micrurus_elegans,SQUAMATA,ELAPIDAE,Micrurus,LC,Oviparous,750,Carnivorous,Terrestrial,5,Continent,24430.4,16.84,12,2422.59,63.35,21.22,1518.63,64.81,1.66,32.89,373.75,0,0,0,0,1,0,0
854,Micrurus_isozonus,SQUAMATA,ELAPIDAE,Micrurus,LC,Oviparous,900,Carnivorous,Terrestrial,6,Continent,1324960,7.14,-3,1888.94,61.5,25.53,575.39,30.22,0,18.53,1015.77,0,0,0,0,1,0,0
855,Micrurus_langsdorffi,SQUAMATA,ELAPIDAE,Micrurus,LC,Oviparous,800,Carnivorous,Terrestrial,2,Continent,1738680,-1.83,12,2773.39,28.75,26.04,446.59,1.38,0.02,4.68,3070.69,0,0,0,0,1,0,0
856,Micrurus_limbatus,SQUAMATA,ELAPIDAE,Micrurus,LC,Oviparous,600,Carnivorous,Terrestrial,3,Continent,1998.21,18.42,8,2699.45,65.02,23.06,1968.72,87.46,41.16,37.18,249.4,0,0,0,0,1,0,0
857,Micrurus_multiscutatus,SQUAMATA,ELAPIDAE,Micrurus,DD,Oviparous,705.8,Carnivorous,Terrestrial,1,Continent,10211.6,2.52,96,2759.89,40.19,19.86,270.01,78.64,9.47,32.67,257.16,0,0,0,0,1,0,0
858,Micrurus_paraensis,SQUAMATA,ELAPIDAE,Micrurus,LC,Oviparous,590,Carnivorous,Terrestrial,2,Continent,1523370,-7.13,0,2070.35,68.85,25.47,471.14,6.88,0.06,10.97,1189.27,0,0,0,0,1,0,0
859,Micrurus_pyrrhocryptus,SQUAMATA,ELAPIDAE,Micrurus,LC,Oviparous,677.5,Carnivorous,Terrestrial,4,Continent,1857330,-27.3,-7,900.38,52.9,20.58,4103.88,12.4,0.01,19.7,402.09,0,0,0,0,1,0,0
860,Micrurus_ruatanus,SQUAMATA,ELAPIDAE,Micrurus,CR,Oviparous,700,Carnivorous,Terrestrial,1,Continent,156.6,16.37,4,2182.5,71.75,26.38,1290.25,94.87,46.06,43.63,190.11,0,0,0,0,1,0,0
861,Micrurus_tener,SQUAMATA,ELAPIDAE,Micrurus,LC,Oviparous,1092,Carnivorous,Terrestrial,9,Continent,616818,28.2,0,870.53,43.83,20.27,5975.02,67.15,0,27.13,151.06,0,0,0,1,1,0,0
862,Mochlus_guineensis,SQUAMATA,SCINCIDAE,Mochlus,LC,Oviparous,80,Invertebrates,Terrestrial,2,Continent,2852160,4.43,-3,1729.56,56.32,25.02,863.13,58.99,0,21.97,535.14,1,0,0,0,0,0,0
863,Mochlus_sundevalli,SQUAMATA,SCINCIDAE,Mochlus,LC,Viviparous,140,Invertebrates,Terrestrial,6,Continent,4396490,-12.48,-2,747.75,99.42,22.09,2467.75,26.66,0,17.73,556.9,1,0,0,0,0,0,0
864,Monopeltis_anchietae,SQUAMATA,AMPHISBAENIDAE,Monopeltis,LC,Viviparous,259.9,Invertebrates,Fossorial,2,Continent,668867,-18.31,920,566.05,105.37,21.74,3462.87,2.98,0.3,8.99,991.22,1,0,0,0,0,0,0
865,Monopeltis_guentheri,SQUAMATA,AMPHISBAENIDAE,Monopeltis,DD,Oviparous,259.9,Invertebrates,Fossorial,1,Continent,691966,1.13,317,1845.42,30.79,24.64,516.51,14.38,2.04,18.72,650.41,1,0,0,0,0,0,0
866,Monopeltis_jugularis,SQUAMATA,AMPHISBAENIDAE,Monopeltis,DD,Oviparous,259.9,Invertebrates,Fossorial,1,Continent,257385,1.82,3,1981.84,63.05,24.36,872.06,23.56,0.99,18.6,590.14,1,0,0,0,0,0,0
867,Montivipera_latifii,SQUAMATA,VIPERIDAE,Montivipera,EN,Viviparous,700,Carnivorous,Terrestrial,2,Continent,217.56,35.92,2536,176,77.43,7.55,9469.21,42.29,19.86,23.94,539.56,0,0,0,0,0,0,1
868,Morelia_amethistina,SQUAMATA,PYTHONIDAE,Morelia,LC,Oviparous,3450,Carnivorous,Semi-arboreal,10,Continent/Island,708430,-8.39,-42,2495.69,50.39,24.09,962.35,16.42,0,15.54,1302.83,0,1,0,0,0,0,0
869,Morelia_spilota,SQUAMATA,PYTHONIDAE,Morelia,LC,Oviparous,2450,Carnivorous,Semi-arboreal,11,Continent/Island,7479620,-24.96,-15,497.7,59.94,21.86,4936.09,2.12,0,6.91,1010.34,0,1,0,0,0,0,0
870,Morelia_viridis,SQUAMATA,PYTHONIDAE,Morelia,LC,Oviparous,1600,Carnivorous,Arboreal,3,Continent/Island,535999,-6.8,-21,2646.27,42.09,24.63,972.54,5.7,0,7.91,1988.62,0,1,0,0,0,0,0
871,Morethia_boulengeri,SQUAMATA,SCINCIDAE,Morethia,LC,Oviparous,57,Invertebrates,Terrestrial,8,Continent,6578940,-25.2,-15,482.31,59.95,21.71,4934.78,2.87,0,6.9,997.59,0,1,0,0,0,0,0
872,Morunasaurus_peruvianus,SQUAMATA,POLYCHROTIDAE,Morunasaurus,DD,Oviparous,153,Invertebrates,NA,1,Continent,9837.4,-4.71,184,2498.57,13.11,24.66,431.96,5.16,1.33,12.55,1271.11,0,0,0,0,1,0,0
873,Mussurana_bicolor,SQUAMATA,COLUBRIDAE,Mussurana,LC,Oviparous,825,Carnivorous,Terrestrial,5,Continent,422880,-24.02,10,1174.57,44.75,23.19,3350.36,16,0.07,17.36,396.22,0,0,0,0,1,0,0
874,Nactus_multicarinatus,SQUAMATA,GEKKONIDAE,Nactus,LC,Oviparous,60,Invertebrates,Terrestrial,6,Island,906808,-5.62,-42,3072.35,25.5,24.11,577.13,9.69,0,12.91,2038.04,0,1,0,0,0,0,0
875,Nactus_pelagicus,SQUAMATA,GEKKONIDAE,Nactus,LC,Oviparous,80,Invertebrates,Terrestrial,2,Island,5691.67,-14.11,-2,2007.81,40.89,23.98,1171.78,69.41,0,25.32,1121.55,0,1,0,0,0,1,0
876,Naja_kaouthia,SQUAMATA,ELAPIDAE,Naja,LC,Oviparous,1500,Carnivorous,NA,22,Continent/Island,2990590,19.39,-6,1792.96,83.06,23.08,3029.05,204.48,0.07,28.81,317.06,0,0,1,0,0,0,0
877,Naja_siamensis,SQUAMATA,ELAPIDAE,Naja,LC,Oviparous,1341.2,Carnivorous,NA,4,Continent,1000370,16.41,-2,1576.38,84.45,25.2,2104.21,98.9,0.15,28.79,328.21,0,0,1,0,0,0,0
878,Namibiana_rostrata,SQUAMATA,LEPTOTYPHLOPIDAE,Namibiana,DD,Oviparous,268.9,Invertebrates,Fossorial,1,Continent,23924.2,-15.57,5,494.63,108.66,21.74,2137.53,53.58,2.9,21.35,422.97,1,0,0,0,0,0,0
879,Nannoscincus_gracilis,SQUAMATA,SCINCIDAE,Nannoscincus,VU,Oviparous,49,Invertebrates,Terrestrial,3,Island,10912.7,-21.36,-3,1693.04,44.81,21.31,2263.46,15.98,7.28,26.26,371.64,0,1,0,0,0,0,0
880,Nannoscincus_hanchisteus,SQUAMATA,SCINCIDAE,Nannoscincus,CR,Viviparous,34,Invertebrates,Terrestrial,1,Island,18.38,-21.33,21,1245,47,23,2149,7.28,7.28,NA,243,0,1,0,0,0,0,0
